source,split,original_index,audio_path,speaker_id,gender,age,sentence,word,target_sound,phone,phone_score,label
speechocean762,train,143,000540018.wav,speechocean_0054,m,6,BILLY IS GOING TO SEE FOX,is,z,Z,1.8,clear
speechocean762,train,44,000060049.wav,speechocean_0006,f,6,ZERO THREE FIVE,three,th,TH,2.0,clear
speechocean762,train,2485,096490006.wav,speechocean_9649,m,20,YOU CAN SLEEP HERE TONIGHT.,sleep,s,S,2.0,clear
speechocean762,test,1493,029170226.wav,speechocean_2917,m,19,THANK YOU FOR YOUR INTEREST THOUGH,thank,th,TH,2.0,clear
speechocean762,train,1733,054140115.wav,speechocean_5414,f,11,I SHALL HAVE THINGS TO SAY,things,z,Z,1.8,clear
speechocean762,test,261,001220015.wav,speechocean_0122,m,6,TIM IS GOING TO SEE DEER,see,s,S,2.0,clear
speechocean762,test,496,008110287.wav,speechocean_0811,f,20,SORRY NOT A FAN OF THAT DECISION,decision,s,S,0.4,unclear
speechocean762,train,1514,030830124.wav,speechocean_3083,f,10,IN ANY CASE HE IS SURE TO LOVE HAIR BEST,is,z,Z,1.8,clear
speechocean762,train,938,020360312.wav,speechocean_2036,f,21,IT REMAINS THE STANDARD THE RULE THE TERM OF COMPARISON,comparison,s,S,2.0,clear
speechocean762,train,123,000530027.wav,speechocean_0053,f,6,THREE THREE NINE,three,th,TH,0.8,unclear
speechocean762,train,623,011970023.wav,speechocean_1197,m,7,LYNDA IS A FRIEND FROM BRITAIN,friend,r,R,2.0,clear
speechocean762,train,2390,096340014.wav,speechocean_9634,m,32,I JUST WANTED TO GO UP THERE.,just,s,S,0.0,unclear
speechocean762,test,1958,069020168.wav,speechocean_6902,m,12,THE CHILDREN STOOD BACK,children,r,R,0.0,unclear
speechocean762,test,2066,090880093.wav,speechocean_9088,f,15,I MADE MY VOICE SOUNDS CARELESS,careless,r,R,2.0,clear
speechocean762,train,925,020360097.wav,speechocean_2036,f,21,THEIR CHILD'S DEATH IS NOT IN VAIN,death,th,TH,2.0,clear
speechocean762,test,1067,020020185.wav,speechocean_2002,f,28,THAT WOULD BE A MORE INTERESTING SHOW,interesting,r,R,2.0,clear
speechocean762,test,670,010760079.wav,speechocean_1076,m,7,LESS DRAW JAYME'S MOUTH,draw,r,R,2.0,clear
speechocean762,test,2473,096400020.wav,speechocean_9640,f,29,AUTHOR NOTE: HELLO AGAIN EVERYONE!,author,th,TH,0.8,unclear
speechocean762,test,669,010760076.wav,speechocean_1076,m,7,LET'S DRAW LILLY'S HAND,draw,r,R,0.8,unclear
speechocean762,test,996,014690136.wav,speechocean_1469,m,6,JAYME THIS IS GARLIC,is,z,Z,1.8,clear
speechocean762,train,2108,096040010.wav,speechocean_9604,f,21,"YOU JUST KNOW THAT IT MAKES YOU FEEL GOOD, RIGHT?",right,r,R,0.6,unclear
speechocean762,train,2199,096110023.wav,speechocean_9611,f,30,BUT I THINK HE MIGHT BE A LITTLE MORE ENTHUSIASTIC.,enthusiastic,s,S,0.0,unclear
speechocean762,train,288,001350194.wav,speechocean_0135,f,20,THE GOOD THING IS THAT WE CAN SEE THE GAME,see,s,S,2.0,clear
speechocean762,train,2233,096140016.wav,speechocean_9614,f,28,THAT WAS THE FIRST THING ABOUT HER THAT ATTRACTED ME.,attracted,r,R,0.0,unclear
speechocean762,test,2075,090880145.wav,speechocean_9088,f,15,IT WAS AS STILL AS DEATH,as,z,Z,1.8,clear
speechocean762,test,1947,069020065.wav,speechocean_6902,m,12,SO I WENT AWAY AND SAID NOTHING,so,s,S,0.8,unclear
speechocean762,train,1245,024270057.wav,speechocean_2427,f,22,EACH TEAM STARTS AT THE SAME TIME,starts,r,R,2.0,clear
speechocean762,test,887,014040088.wav,speechocean_1404,m,7,HERE IS PETER'S SOCKS,peter's,s,S,0.0,unclear
speechocean762,test,2012,081530107.wav,speechocean_8153,f,14,I DO NOT KNOW WHETHER THIS IS TRUE,is,z,Z,2.0,clear
speechocean762,test,1079,020020377.wav,speechocean_2002,f,28,IT WAS A STRANGE THING,strange,r,R,2.0,clear
speechocean762,test,1902,060670017.wav,speechocean_6067,f,12,OLD MEN LIKE MYSELF YOU CARE NOTHING ABOUT,nothing,th,TH,1.8,clear
speechocean762,train,2025,090340041.wav,speechocean_9034,f,15,THIS IS THE STUFF TO PUT LIFE IN YOU,is,z,Z,2.0,clear
speechocean762,test,1472,028970198.wav,speechocean_2897,m,20,BE SURE TO CHECK THIS OUT TONIGHT,this,s,S,2.0,clear
speechocean762,test,2394,096290017.wav,speechocean_9629,f,25,I WAS STILL FOR A MOMENT.,still,s,S,2.0,clear
speechocean762,train,2135,096060016.wav,speechocean_9606,f,21,"THIS IS WHEN ALL OF THE GUARDS, BUT ONE, LEFT.",this,s,S,0.8,unclear
speechocean762,train,1394,030200105.wav,speechocean_3020,m,9,I AM NOT A POLICEMAN,policeman,s,S,2.0,clear
speechocean762,train,252,001040108.wav,speechocean_0104,f,6,I CAN PAINT MY SUBWAY,subway,s,S,2.0,clear
speechocean762,test,2216,096010020.wav,speechocean_9601,m,25,SOMEWHERE THERE HAD TO BE A PLACE BETTER THAN THIS.,place,s,S,0.4,unclear
speechocean762,test,1009,015010103.wav,speechocean_1501,m,7,ALICE IS CLEAN THE CAR,is,z,Z,1.8,clear
speechocean762,train,1217,023800352.wav,speechocean_2380,f,21,SHE WAS LARGE AND SHE WAS KIND,was,z,Z,2.0,clear
speechocean762,train,2247,096150012.wav,speechocean_9615,f,21,"THERE WAS ONCE AGAIN SILENCE, SO I LET IT BE.",was,z,Z,2.0,clear
speechocean762,train,2275,096160016.wav,speechocean_9616,f,28,I SHOULD HAVE THOUGHT IT THROUGH.,through,th,TH,0.0,unclear
speechocean762,test,2141,095530010.wav,speechocean_9553,f,15,BE SEATED IF YOU PLEASE SIR,please,z,Z,1.8,clear
speechocean762,train,1196,022820291.wav,speechocean_2282,f,21,I READ A LOT OF FICTION,read,r,R,2.0,clear
speechocean762,test,683,010990063.wav,speechocean_1099,m,43,BUT WE HAD TO PROVE OURSELVES TO THEM,prove,r,R,2.0,clear
speechocean762,train,1249,024270168.wav,speechocean_2427,f,22,WHAT DO YOU THINK THOSE ARE,think,th,TH,2.0,clear
speechocean762,train,1035,021680318.wav,speechocean_2168,f,20,OH HE'S A NICE MAN IS YOUR FATHER,is,z,Z,1.8,clear
speechocean762,train,713,013360234.wav,speechocean_1336,m,24,TRYING TO GET UP AND GET READY FOR WORK,ready,r,R,2.0,clear
speechocean762,train,1164,022510095.wav,speechocean_2251,f,21,THEY ALL LIVED IN THE SAME STREET,street,r,R,2.0,clear
speechocean762,train,2040,090700006.wav,speechocean_9070,f,15,HE COULD NOT SEE HIMSELF,see,s,S,2.0,clear
speechocean762,test,1548,030120089.wav,speechocean_3012,m,9,THIS IS SOMETHING TO KNOW,something,th,TH,2.0,clear
speechocean762,train,474,010120265.wav,speechocean_1012,m,29,IRON BANNER CONTROL IS BACK,control,r,R,2.0,clear
speechocean762,train,179,000560172.wav,speechocean_0056,m,6,BEAR GOT HIS BALL,bear,r,R,2.0,clear
speechocean762,test,208,001130054.wav,speechocean_0113,m,6,TWO THREE ZERO ZERO,three,th,TH,1.8,clear
speechocean762,train,2162,096090005.wav,speechocean_9609,m,27,WHAT WILL THEY DO IF SOMETHING HAPPENS TO ME?,something,th,TH,0.0,unclear
speechocean762,train,1622,040050060.wav,speechocean_4005,f,20,IN SPIRITUAL TERMS IT WAS A PRIVILEGE,was,z,Z,1.8,clear
speechocean762,train,1216,023800338.wav,speechocean_2380,f,21,THIS IS NO FANCY SKETCH BUT THE TRUTH,is,z,Z,2.0,clear
speechocean762,train,1681,054010009.wav,speechocean_5401,m,11,AFTER LUNCH SHE READS NEWSPAPERS,reads,r,R,2.0,clear
speechocean762,train,1130,022420168.wav,speechocean_2242,m,20,IT'S NICE TO GET BACK INTO IT AGAIN,it's,s,S,2.0,clear
speechocean762,train,307,001450090.wav,speechocean_0145,f,7,SO JAM WANTS IT TO THE HOUSE,wants,s,S,2.0,clear
speechocean762,test,1465,028970057.wav,speechocean_2897,m,20,BOTH PLAYERS HOWEVER WERE AFFECTIES IN THE FOURTH QUARTER,both,th,TH,2.0,clear
speechocean762,test,2290,096170012.wav,speechocean_9617,f,35,WE ARE GOING TO DO NOTHING ABOUT IT.,nothing,th,TH,1.8,clear
speechocean762,test,2123,091180042.wav,speechocean_9118,f,15,THREE WERE HAS BAD HAS HIMSELF,has,z,Z,1.8,clear
speechocean762,test,1222,021160075.wav,speechocean_2116,f,20,I THINK EVERYONE ACROSS THE BOARD IS SAD,board,r,R,2.0,clear
speechocean762,train,998,020890346.wav,speechocean_2089,f,20,WHAT WAS SO SPECIAL ABOUT THIS SONG,song,s,S,2.0,clear
speechocean762,test,1216,021120296.wav,speechocean_2112,f,20,THAT THING HAD A LOT OF TIRES,thing,th,TH,2.0,clear
speechocean762,train,1106,022360221.wav,speechocean_2236,m,22,THIS WOULD BE MY LAST WISH,last,s,S,2.0,clear
speechocean762,train,624,011970036.wav,speechocean_1197,m,7,SIX NINE THREE,three,r,R,2.0,clear
speechocean762,test,753,011560269.wav,speechocean_1156,m,33,I NEED TO DO SOMETHING WITH MY LIFE,something,s,S,2.0,clear
speechocean762,test,720,011350001.wav,speechocean_1135,m,25,AND THAT WAS THE KEY TO HIS SUCCESS,success,s,S,2.0,clear
speechocean762,train,662,012600082.wav,speechocean_1260,m,25,THE UNITED STATES IS LIVING ON ITS PASTS,is,z,Z,1.8,clear
speechocean762,train,732,013620185.wav,speechocean_1362,f,21,LIVING IN THE BAY WITH A WIN IN THE BAY,with,th,TH,2.0,clear
speechocean762,train,186,000700037.wav,speechocean_0070,f,6,THREE EIGHT ONE SEVEN,three,r,R,2.0,clear
speechocean762,test,2438,096330022.wav,speechocean_9633,f,21,I DO LOVE YOU AND I CAN MAKE THINGS RIGHT.,right,r,R,0.0,unclear
speechocean762,test,2494,096470018.wav,speechocean_9647,f,20,"ANYWAY, THANKS FOR YOUR HELP.",thanks,th,TH,2.0,clear
speechocean762,test,2119,091070175.wav,speechocean_9107,m,15,I SEE YOU ALL SWING IN A ROPE,swing,s,S,2.0,clear
speechocean762,train,2499,096490020.wav,speechocean_9649,m,20,IT'S NOT FIRST PERSON NOW.,it's,s,S,0.4,unclear
speechocean762,train,957,020590322.wav,speechocean_2059,f,21,WE WERE ALWAYS DOING SOMETHING AS IT WAS,as,z,Z,1.8,clear
speechocean762,train,1351,029810235.wav,speechocean_2981,f,21,PRAYER IS A SOURCE OF STRENGTH AND SPIRIT,is,z,Z,2.0,clear
speechocean762,train,1346,029810200.wav,speechocean_2981,f,21,VIA WHAT DO YOU THINK,think,th,TH,2.0,clear
speechocean762,test,1365,024510164.wav,speechocean_2451,f,23,WHERE IN SOUTH AFRICA ARE YOU FROM,south,th,TH,2.0,clear
speechocean762,test,2396,096290020.wav,speechocean_9629,f,25,SHE STOPPED WHERE SHE WAS AND LOOKED AROUND.,where,r,R,2.0,clear
speechocean762,test,93,000920126.wav,speechocean_0092,f,6,MARY THIS IS GARDEN BEACH,is,z,Z,2.0,clear
speechocean762,train,2440,096450001.wav,speechocean_9645,f,20,WHY WAS NATURE SO CRUEL?,cruel,r,R,0.0,unclear
speechocean762,test,1949,069020090.wav,speechocean_6902,m,12,I CALLED THIS ONE IN AND GAVE HIM HIS SUPPER,his,z,Z,0.0,unclear
speechocean762,test,2142,095530011.wav,speechocean_9553,f,15,SHE WALKED THROUGH THE HOUSE,through,th,TH,2.0,clear
speechocean762,test,2313,096180016.wav,speechocean_9618,f,24,BUT NOT VERY LONG WAS SHE LEFT IN DOUBT.,very,r,R,2.0,clear
speechocean762,train,2243,096150007.wav,speechocean_9615,f,21,SHE HAD MADE UP HER MIND IN ALL GOOD FAITH.,faith,th,TH,2.0,clear
speechocean762,test,2238,096080026.wav,speechocean_9608,f,30,THAT WAS THE LAST TIME I SAW MY FATHER.,last,s,S,0.0,unclear
speechocean762,test,2494,096470018.wav,speechocean_9647,f,20,"ANYWAY, THANKS FOR YOUR HELP.",thanks,s,S,2.0,clear
speechocean762,train,1046,021700139.wav,speechocean_2170,f,22,I GET SOME OF THE CRITICISM,criticism,z,Z,2.0,clear
speechocean762,train,525,010330085.wav,speechocean_1033,m,30,PRIDE IN THE COUNTRY WAS ALSO DOWN,pride,r,R,2.0,clear
speechocean762,train,116,000480136.wav,speechocean_0048,m,6,SHE WANTS DO A STUDENT,wants,s,S,2.0,clear
speechocean762,train,1082,022080085.wav,speechocean_2208,f,20,THERE WAS NO RECORD OF ADOPTION,there,r,R,2.0,clear
speechocean762,train,476,010120303.wav,speechocean_1012,m,29,DOING THE LITTLE THINGS CAN MAKE A BIG DIFFERENCE,things,th,TH,2.0,clear
speechocean762,test,2475,096400022.wav,speechocean_9640,f,29,ALL HEADS TURNED THEIR WAY.,their,r,R,2.0,clear
speechocean762,train,2135,096060016.wav,speechocean_9606,f,21,"THIS IS WHEN ALL OF THE GUARDS, BUT ONE, LEFT.",guards,r,R,0.8,unclear
speechocean762,test,1243,022520159.wav,speechocean_2252,m,20,THIS IS GOOD FOR US,is,z,Z,1.8,clear
speechocean762,train,624,011970036.wav,speechocean_1197,m,7,SIX NINE THREE,six,s,S,2.0,clear
speechocean762,test,927,014200177.wav,speechocean_1420,m,25,WHAT'S SEEMS TO BE THE PROBLEM,problem,r,R,2.0,clear
speechocean762,test,202,001130019.wav,speechocean_0113,m,6,LISA CAN DRAW THE ZEBRA,draw,r,R,2.0,clear
speechocean762,test,1101,020140014.wav,speechocean_2014,f,9,MARY WENT TO SEE MOUSE,mary,r,R,2.0,clear
speechocean762,test,1853,054280109.wav,speechocean_5428,f,11,THEY MUST FIND A ROOM FOR ME,room,r,R,2.0,clear
speechocean762,train,123,000530027.wav,speechocean_0053,f,6,THREE THREE NINE,three,th,TH,0.8,unclear
speechocean762,test,665,010760046.wav,speechocean_1076,m,7,ZERO ZERO FOUR THREE TWO,three,th,TH,1.8,clear
speechocean762,test,1980,080680011.wav,speechocean_8068,f,14,I COULDN'T THINK OF SUCH A THING,think,th,TH,2.0,clear
speechocean762,test,1018,015010169.wav,speechocean_1501,m,7,THAT IS A WHAT I'M DOING NOW,is,z,Z,1.8,clear
speechocean762,test,780,011860256.wav,speechocean_1186,m,23,THANKFUL FOR SO MANY OF YOU,thankful,th,TH,0.4,unclear
speechocean762,train,1007,021290160.wav,speechocean_2129,f,20,SOMETIMES THE TRUTH IS DISGUSTING,truth,th,TH,2.0,clear
speechocean762,train,809,014190071.wav,speechocean_1419,m,7,BY MY MOUTH,mouth,th,TH,1.8,clear
speechocean762,test,2109,091070089.wav,speechocean_9107,m,15,I LIFTED MY HEAD AND KISSED HER,kissed,s,S,0.8,unclear
speechocean762,train,2251,096150018.wav,speechocean_9615,f,21,"HE, ONE THE OTHER HAND, WAS DIFFERENT.",was,z,Z,2.0,clear
speechocean762,train,1972,080020013.wav,speechocean_8002,m,23,DEPENDS ON A NUMBER OF THINGS,things,z,Z,0.6,unclear
speechocean762,train,2483,096490004.wav,speechocean_9649,m,20,NOTHING SHOWED THAT ANYTHING HAD OCCURRED.,anything,th,TH,1.8,clear
speechocean762,test,1256,022520358.wav,speechocean_2252,m,20,HER MOTHER HER MOUTH WAS VERY CLOSE TO HIS MOUTH,was,z,Z,1.8,clear
speechocean762,test,1669,034120085.wav,speechocean_3412,m,9,AS FOR ME I AM WAITING,as,z,Z,1.8,clear
speechocean762,train,318,001450172.wav,speechocean_0145,f,7,YES IT'S VERY PRETTY,it's,s,S,1.8,clear
speechocean762,train,2143,096070006.wav,speechocean_9607,f,21,IT WAS ALWAYS ABOUT HIM.,always,z,Z,0.0,unclear
speechocean762,train,2379,096300020.wav,speechocean_9630,f,33,BUT IT WAS EVEN SO.,so,s,S,2.0,clear
speechocean762,test,1313,024380278.wav,speechocean_2438,f,21,HAPPY BIRTHDAY THANK YOU FOR YOUR ALL YOU DO,birthday,th,TH,2.0,clear
speechocean762,train,2308,096240009.wav,speechocean_9624,m,29,YOU COULD TELL IT ON HIS FACE.,face,s,S,0.8,unclear
speechocean762,train,565,010440039.wav,speechocean_1044,f,7,THREE SIX FOUR SEVEN,six,s,S,2.0,clear
speechocean762,test,2228,096080013.wav,speechocean_9608,f,30,I KNOW YOU JUST AS WELL AS YOU KNOW YOURSELF.,just,s,S,0.0,unclear
speechocean762,train,2421,096430003.wav,speechocean_9643,f,25,AT LAST OUR RANKS WERE BREAKING.,ranks,r,R,0.4,unclear
speechocean762,train,1829,060480094.wav,speechocean_6048,m,12,SHE DID EVERYTHING SO WELL,everything,th,TH,1.8,clear
speechocean762,test,2309,096180012.wav,speechocean_9618,f,24,AS IF SHE HAD SOMETHING ON HER MIND.,as,z,Z,2.0,clear
speechocean762,test,1215,021120256.wav,speechocean_2112,f,20,ONLY WAY TO HAVE A FRIEND IS TO BE ONE,friend,r,R,2.0,clear
speechocean762,train,2107,096040009.wav,speechocean_9604,f,21,THIS WAS NOT MY DAY.,was,z,Z,1.8,clear
speechocean762,test,1480,029170012.wav,speechocean_2917,m,19,THAT'S THE KIND OF PERSON I LIKE TO DEAL WITH,with,th,TH,1.8,clear
speechocean762,test,2297,096170022.wav,speechocean_9617,f,35,"AND EVEN AFTER THAT, IT IS NOT MUCH BETTER.",is,z,Z,0.0,unclear
speechocean762,train,109,000480081.wav,speechocean_0048,m,6,DOES KATE LIKE THE BREAD,does,z,Z,2.0,clear
speechocean762,train,2150,096070015.wav,speechocean_9607,f,21,HE THEN ASKED ME IF I WAS AN ENGLISHMAN.,asked,s,S,2.0,clear
speechocean762,test,2033,085810119.wav,speechocean_8581,f,15,HE PUT THE THING BACK INTO THE DRIVER,thing,th,TH,1.8,clear
speechocean762,train,1750,054180077.wav,speechocean_5418,f,11,WHO ELSE SAYS SO,so,s,S,2.0,clear
speechocean762,train,1164,022510095.wav,speechocean_2251,f,21,THEY ALL LIVED IN THE SAME STREET,street,s,S,2.0,clear
speechocean762,train,2442,096450003.wav,speechocean_9645,f,20,DO YOU THINK ANYONE ELSE IS ALIVE OUT THERE?,else,s,S,0.0,unclear
speechocean762,test,25,000240099.wav,speechocean_0024,f,25,WHAT HE WAS TALKING ABOUT WAS SPORTS IN GENERAL,sports,r,R,2.0,clear
speechocean762,train,1400,030210005.wav,speechocean_3021,f,9,I HEAR THE DOCTOR'S HORSE,horse,s,S,2.0,clear
speechocean762,test,2242,096100003.wav,speechocean_9610,f,22,"ACTUALLY, THERE IS SOMETHING YOU CAN DO FOR ME!",something,th,TH,1.8,clear
speechocean762,test,1351,024480232.wav,speechocean_2448,f,19,SOMETIMES THE BEST THING YOU CAN DO IS NOTHING,nothing,th,TH,2.0,clear
speechocean762,train,868,014470053.wav,speechocean_1447,m,7,LUCY LIKES RUNNING,lucy,s,S,2.0,clear
speechocean762,test,791,011860332.wav,speechocean_1186,m,23,I TELL YOU IT IS DEATH,death,th,TH,0.0,unclear
speechocean762,test,1012,015010125.wav,speechocean_1501,m,7,LYNDA IS DRAW THE CABBAGE,draw,r,R,1.8,clear
speechocean762,train,2024,090340039.wav,speechocean_9034,f,15,BUT THERE WAS TROUBLE ENOUGH AT THE OTHER END,trouble,r,R,2.0,clear
speechocean762,train,2212,096130013.wav,speechocean_9613,f,33,"HE THOUGHT ABOUT SOMETHING, AND THEN HE ASKED.",something,th,TH,0.0,unclear
speechocean762,test,2189,095580088.wav,speechocean_9558,m,15,PUT THESE CONSIDERATIONS BEFORE HER FROM ME THEN,considerations,r,R,2.0,clear
speechocean762,test,1710,050150125.wav,speechocean_5015,m,10,HE WAS LATE THIS MORNING TOO,was,z,Z,1.8,clear
speechocean762,train,2163,096090006.wav,speechocean_9609,m,27,WE HAVE THE BEST PEOPLE ON THIS.,this,s,S,0.0,unclear
speechocean762,test,2060,090880018.wav,speechocean_9088,f,15,IS THIS ANYTHING TO ME,anything,th,TH,2.0,clear
speechocean762,train,894,020220221.wav,speechocean_2022,f,20,SMILE EVERY TIME HE TALKED,every,r,R,2.0,clear
speechocean762,test,2210,096010012.wav,speechocean_9601,m,25,IT WAS SIMPLE ENOUGH IF THEY HAD ONLY THOUGHT.,thought,th,TH,0.0,unclear
speechocean762,test,421,005670055.wav,speechocean_0567,f,21,PEOPLE WERE SCREAMING AND SHOUTING,screaming,r,R,2.0,clear
speechocean762,test,2039,085810167.wav,speechocean_8581,f,15,THAT IS TO SAY I'M GOING TO SLEEP,sleep,s,S,2.0,clear
speechocean762,test,1868,054320067.wav,speechocean_5432,f,11,SHE NEED SAY NOTHING,nothing,th,TH,2.0,clear
speechocean762,test,2181,095580012.wav,speechocean_9558,m,15,SHE WAS JUST IN TIME TO HEAR THE DIRECTION,direction,r,R,2.0,clear
speechocean762,test,2323,096220004.wav,speechocean_9622,f,20,THERE WAS NO ONE ELSE SHE WANTED BY HER SIDE.,else,s,S,0.4,unclear
speechocean762,train,1937,070010018.wav,speechocean_7001,m,26,MY PEOPLE WILL BRING YOU TO THE SHIP,bring,r,R,2.0,clear
speechocean762,train,1701,054080008.wav,speechocean_5408,m,11,NOTHING BUT GOOD FROM THIS,from,r,R,2.0,clear
speechocean762,train,2012,085850108.wav,speechocean_8585,m,15,THE WHOLE THING WAS FAR TOO REAL FOR DREAMING,thing,th,TH,1.8,clear
speechocean762,test,2464,096400007.wav,speechocean_9640,f,29,WE WILL TAKE TURNS IN WRITING EACH CHAPTER.,writing,r,R,0.0,unclear
speechocean762,test,624,010610035.wav,speechocean_1061,f,7,FIVE THREE NINE EIGHT,three,r,R,2.0,clear
speechocean762,train,2335,096250017.wav,speechocean_9625,f,25,NO ONE WAS IN THE ROOM.,room,r,R,2.0,clear
speechocean762,test,1342,024480094.wav,speechocean_2448,f,19,WE HAVE NO INTEREST IN ATTEMPTING TO DO THAT,interest,s,S,2.0,clear
speechocean762,train,284,001350134.wav,speechocean_0135,f,20,HE IS A BIG BOY,is,z,Z,2.0,clear
speechocean762,train,1227,024020175.wav,speechocean_2402,f,21,ALCOHOL IS ALWAYS THE ANSWER,is,z,Z,2.0,clear
speechocean762,train,923,020360055.wav,speechocean_2036,f,21,THAT'S THE WAY THE SYSTEM IS SUPPOSED TO WORK,supposed,s,S,2.0,clear
speechocean762,train,2119,096040025.wav,speechocean_9604,f,21,THERE WAS NOTHING TO BE GAINED BY IT.,there,r,R,0.0,unclear
speechocean762,test,360,004570010.wav,speechocean_0457,f,21,AFTER ALL THEY ONLY HAVE THEY OWN PROPERTY AT RISK,risk,r,R,2.0,clear
speechocean762,train,1240,024270011.wav,speechocean_2427,f,22,MORE SNOW WAS IN THE FORECAST FOR MONDAY NIGHT,was,z,Z,1.8,clear
speechocean762,train,1014,021290282.wav,speechocean_2129,f,20,COULD YOU SEE ON THE BIG SCREEN SOON,screen,r,R,2.0,clear
speechocean762,train,2351,096280022.wav,speechocean_9628,m,26,AND THERE IT STOPPED FOR A MOMENT.,there,r,R,0.4,unclear
speechocean762,test,2005,081530038.wav,speechocean_8153,f,14,BUT YET I THINK THERE WAS SOMETHING WANTING,think,th,TH,1.8,clear
speechocean762,test,250,001200146.wav,speechocean_0120,f,19,THANK YOU SO MUCH FOR MAKING THE EFFORT,thank,th,TH,2.0,clear
speechocean762,test,2207,096010009.wav,speechocean_9601,m,25,AND THEN THERE WAS SILENCE FOR A MOMENT OR TWO.,there,r,R,2.0,clear
speechocean762,train,749,013720189.wav,speechocean_1372,f,21,MY GOAL IN LIFE IS TO BE BETTER THAN YOU,is,z,Z,2.0,clear
speechocean762,train,176,000560154.wav,speechocean_0056,m,6,LOOK HERE I CHUCK THIS,this,s,S,2.0,clear
speechocean762,test,2467,096400012.wav,speechocean_9640,f,29,"TOO LONG, TOO SHORT, TOO BORING?",boring,r,R,0.4,unclear
speechocean762,train,1922,070010003.wav,speechocean_7001,m,26,PLUS THE KIDS REALLY LIKE THE DOGS,kids,z,Z,0.6,unclear
speechocean762,test,1726,050170100.wav,speechocean_5017,f,10,I SAW IT NOT,saw,s,S,2.0,clear
speechocean762,train,212,000750101.wav,speechocean_0075,m,6,LOOK AT JOHN'S COAT,john's,s,S,2.0,clear
speechocean762,test,2179,095550173.wav,speechocean_9555,f,15,I THINK WE MAY EXPECT HIM BEFORE MORNING,think,th,TH,2.0,clear
speechocean762,train,2442,096450003.wav,speechocean_9645,f,20,DO YOU THINK ANYONE ELSE IS ALIVE OUT THERE?,think,th,TH,2.0,clear
speechocean762,test,2366,096260008.wav,speechocean_9626,m,37,NOW THERE WAS ONLY ONE THING LEFT TO DO.,thing,th,TH,1.8,clear
speechocean762,test,645,010750024.wav,speechocean_1075,m,7,SANDY LOVES JAR,loves,z,Z,2.0,clear
speechocean762,test,2366,096260008.wav,speechocean_9626,m,37,NOW THERE WAS ONLY ONE THING LEFT TO DO.,there,r,R,0.0,unclear
speechocean762,test,51,000440099.wav,speechocean_0044,m,6,MARK HAS A BEAUTIFUL SUNGLASSES,sunglasses,z,Z,1.8,clear
speechocean762,train,1141,022440039.wav,speechocean_2244,f,20,HE KNOWS BETTER THAN TO TELL ME ABOUT THOSE THINGS,things,th,TH,2.0,clear
speechocean762,train,743,013720082.wav,speechocean_1372,f,21,THERE WAS NO REASON TO TAKE HIM OUT,reason,r,R,2.0,clear
speechocean762,test,2467,096400012.wav,speechocean_9640,f,29,"TOO LONG, TOO SHORT, TOO BORING?",short,r,R,2.0,clear
speechocean762,train,2129,096060010.wav,speechocean_9606,f,21,YOU THOUGHT THE DREADFUL PLACE HAD YOU ONCE MORE!,thought,th,TH,1.8,clear
speechocean762,train,144,000540031.wav,speechocean_0054,m,6,SIX EIGHT FOUR SIX,six,s,S,2.0,clear
speechocean762,train,1384,030200019.wav,speechocean_3020,m,9,THE WITH YOU TAKE A DRINK,drink,r,R,2.0,clear
speechocean762,test,1283,023550013.wav,speechocean_2355,m,20,I DO WHAT I THINK IS FUNNY,is,z,Z,1.8,clear
speechocean762,test,1399,024880339.wav,speechocean_2488,f,21,I WAS TRYING TO GUESS THE TIME,trying,r,R,2.0,clear
speechocean762,test,1189,020310151.wav,speechocean_2031,f,21,BLESSINGS FOR PEACE AND LOVE TO ALL,blessings,z,Z,1.8,clear
speechocean762,train,196,000700130.wav,speechocean_0070,f,6,DAD GOES THE CARROT,carrot,r,R,2.0,clear
speechocean762,test,1521,030070017.wav,speechocean_3007,m,10,AND I LOVE YOU SO,so,s,S,2.0,clear
speechocean762,test,1492,029170211.wav,speechocean_2917,m,19,WILL HAVE TO FACE THE MUSIC TOMORROW,music,z,Z,2.0,clear
speechocean762,test,2266,096120007.wav,speechocean_9612,f,20,IT IS GOING TO BE SO MUCH FUN.,is,z,Z,2.0,clear
speechocean762,train,2095,096000017.wav,speechocean_9600,f,28,SHE'S LEFT ME HERE TO FACE HIM ON MY OWN.,she's,z,Z,0.0,unclear
speechocean762,test,1612,030600099.wav,speechocean_3060,m,9,TAKE CAR OF MY HAIR,car,r,R,2.0,clear
speechocean762,test,290,001330115.wav,speechocean_0133,f,7,ANDY IS NOT A REAL NURSE,real,r,R,2.0,clear
speechocean762,test,1636,030750146.wav,speechocean_3075,f,9,WILL YOU HAVE SOME TEA,some,s,S,2.0,clear
speechocean762,test,318,001490161.wav,speechocean_0149,f,7,HERE IS YOUR CHEESE,cheese,z,Z,0.4,unclear
speechocean762,train,83,000360132.wav,speechocean_0036,f,21,IT IS ALWAYS SO NICE TO SEE YOU,so,s,S,2.0,clear
speechocean762,test,87,000920074.wav,speechocean_0092,f,6,SANDY LIKES RUNNING,likes,s,S,2.0,clear
speechocean762,test,2423,096330007.wav,speechocean_9633,f,21,THERE ARE GOING TO BE MORE.,there,r,R,0.4,unclear
speechocean762,train,65,000260039.wav,speechocean_0026,f,6,EIGHT ZERO SIX TWO,six,s,S,2.0,clear
